"TITLE"	"SUMMARY"	"URL"	"change"
"Obama's inversion curbs kill Pfizer's $160 billion Allergan deal"	"Obama's inversion curbs kill Pfizer's $160 billion Allergan deal"	"http://in.finance.yahoo.com/news/obamas-inversion-curbs-kill-pfizers-055134446.html"	"Y"
"Pfizer, Allergan to mutually terminate merger on Wednesday morning, source says"	"Pfizer, Allergan to mutually terminate merger on Wednesday morning, source says"	"http://in.finance.yahoo.com/news/pfizers-allergan-deal-teeters-u-002720378.html"	"Y"
"US and European stocks gain as oil, pharma shares rally"	"US and European stocks gain as oil, pharma shares rally"	"http://uk.finance.yahoo.com/news/us-european-stocks-gain-oil-214747585.html"	"N"
"US STOCKS-Wall St rises with healthcare; oil rallies"	"US STOCKS-Wall St rises with healthcare; oil rallies"	"http://uk.finance.yahoo.com/news/us-stocks-wall-st-rises-205711337.html"	"N"
"Pfizer, Allergan scrap $160 billion deal after U.S. tax rule change"	"Pfizer, Allergan scrap $160 billion deal after U.S. tax rule change"	"http://in.finance.yahoo.com/news/pfizer-allergan-scrap-160-bln-105613100.html"	"N"
"INVESTMENT FOCUS-Investors favour European drug stocks in spite of M&A crackdown"	"INVESTMENT FOCUS-Investors favour European drug stocks in spite of M&A crackdown"	"http://uk.finance.yahoo.com/news/investment-focus-investors-favour-european-135538897.html"	"N"
"Investors stick with Pfizer CEO after Allergan deal scrapped"	"Investors stick with Pfizer CEO after Allergan deal scrapped"	"http://in.finance.yahoo.com/news/investors-stick-pfizer-ceo-allergan-232027481.html"	"N"
"Pfizer to pay $785 mn for overcharging US government on drugs"	"Pfizer to pay $785 mn for overcharging US government on drugs"	"http://uk.finance.yahoo.com/news/pfizer-pay-785-mn-overcharging-200753033.html"	"N"
"Pfizer to pay $785 million for overcharging US government on drugs"	"Pfizer to pay $785 million for overcharging US government on drugs"	"http://uk.finance.yahoo.com/news/pfizer-pay-785-million-overcharging-183626504.html"	"N"
"Pfizer to pay $784.6 million to resolve Wyeth false claims lawsuit"	"Pfizer to pay $784.6 million to resolve Wyeth false claims lawsuit"	"http://uk.finance.yahoo.com/news/pfizer-pay-784-6-million-160559571.html"	"N"
"Pfizer earnings rise, boosted by Hospira assets"	"Pfizer earnings rise, boosted by Hospira assets"	"http://uk.finance.yahoo.com/news/pfizer-earnings-rise-boosted-hospira-123310683.html"	"Y"
"EXCLUSIVE: Pfizer approaches Medivation about potential takeover -sources"	"EXCLUSIVE: Pfizer approaches Medivation about potential takeover -sources"	"http://in.finance.yahoo.com/news/exclusive-pfizer-approaches-medivation-potential-031049833.html"	"N"
"US STOCKS-Wall St declines on growth fears, oil slide"	"US STOCKS-Wall St declines on growth fears, oil slide"	"http://uk.finance.yahoo.com/news/us-stocks-wall-st-declines-192645773.html"	"N"
"Pfizer to buy eczema specialist for $5.2 billion"	"Pfizer to buy eczema specialist for $5.2 billion"	"http://uk.finance.yahoo.com/news/pfizer-buy-eczema-specialist-5-135322892.html"	"N"
"Pfizer takes 'significant' move to restrict lethal injection drugs"	"Pfizer takes 'significant' move to restrict lethal injection drugs"	"http://uk.finance.yahoo.com/news/pfizer-takes-significant-move-restrict-185838607.html"	"N"
"AstraZeneca asthma drug hits goal, to enter competitive market"	"AstraZeneca asthma drug hits goal, to enter competitive market"	"http://sg.finance.yahoo.com/news/astrazeneca-boosted-good-results-biotech-063709832.html"	"N"
"Asian stocks mixed as crude oil rises, Chinese shares fall"	"Asian stocks mixed as crude oil rises, Chinese shares fall"	"http://sg.finance.yahoo.com/news/us-stocks-gain-early-trading-143317154.html"	"N"
"Pfizer to buy Anacor in $5.2 billion deal for access to eczema gel"	"Pfizer to buy Anacor in $5.2 billion deal for access to eczema gel"	"http://in.finance.yahoo.com/news/pfizer-buy-anacor-pharma-5-110811765.html"	"N"
"Pascal Soriot's big experiment: reinventing AstraZeneca"	"Pascal Soriot's big experiment: reinventing AstraZeneca"	"http://uk.finance.yahoo.com/news/pascal-soriots-big-experiment-reinventing-064130927.html"	"N"
"U.S. FDA approves Roche's immunotherapy for bladder cancer"	"U.S. FDA approves Roche's immunotherapy for bladder cancer"	"http://uk.finance.yahoo.com/news/u-fda-approves-roches-immunotherapy-205243412.html"	"N"
"EU lifts suicide warning on Pfizer's smoking-cessation pill"	"EU lifts suicide warning on Pfizer's smoking-cessation pill"	"http://sg.finance.yahoo.com/news/eu-lifts-suicide-warning-pfizers-193515874.html"	"N"
"Anacor received rival bid before Pfizer deal - filing"	"Anacor received rival bid before Pfizer deal - filing"	"http://sg.finance.yahoo.com/news/anacor-reveals-receiving-rival-bid-194047801.html"	"N"
"GSK's modern HIV drug to be rolled out in Botswana"	"GSK's modern HIV drug to be rolled out in Botswana"	"http://uk.finance.yahoo.com/news/gsks-modern-hiv-drug-rolled-072218051.html"	"N"
"Fresenius, Smiths in 2-way race for Pfizer infusion pumps-sources"	"Fresenius, Smiths in 2-way race for Pfizer infusion pumps-sources"	"http://uk.finance.yahoo.com/news/fresenius-smiths-2-way-race-152811741.html"	"N"
"Fresenius, Smiths in two-way race for Pfizer infusion pumps - sources"	"Fresenius, Smiths in two-way race for Pfizer infusion pumps - sources"	"http://uk.finance.yahoo.com/news/fresenius-smiths-two-way-race-160002232.html"	"N"
"Shire buys bowel drug rights from Pfizer"	"Shire buys bowel drug rights from Pfizer"	"http://sg.finance.yahoo.com/news/drugmaker-shire-buys-bowel-drug-115151777.html"	"N"
"Rx pizza: 1 free meal can sway doctor prescribing"	"Rx pizza: 1 free meal can sway doctor prescribing"	"http://sg.finance.yahoo.com/news/rx-pizza-1-free-meal-191604918.html"	"N"
"Pfizer Advances Biosimilars Leadership with Investment in a New World-Class Global Biotechnology Center in China"	"[at noodls] - Pfizer Inc. today announced that it will invest approximately USD$350 million in the development of a state-of-the-art Global Biotechnology Center at a ground-breaking ceremony in the Hangzhou Economic ..."	"http://www.publicnow.com/view/3353D7A47DB24A592D779731719897EC178722A7"	"N"
"Two Additional Phase 3 Lipid-Lowering Studies of Bococizumab Deliver Positive Topline Results"	"[at noodls] - Pfizer Inc. announced two additional Phase 3 bococizumab trials, SPIRE-HR (HighRisk) and SPIRE-FH (Familial Hypercholesterolemia), met their primary endpoint, demonstrating a significant reduction in the ..."	"http://www.publicnow.com/view/B5BB25462ADB3FF0496502E754B69B70F0CA827F"	"N"
"Merck and Pfizer Initiate Phase III Trial to Evaluate Avelumab as First-line Treatment for Ovarian Cancer"	"[at noodls] - Press Release Template News Release Merck Media: Gangolf Schrimpf +49 6151 72 9591 Investor Relations: +49 6151 72 3321 Pfizer Media:... This is an abstract of the original noodl. To continue reading this ..."	"http://www.publicnow.com/view/B683FFD25DC9953F7185025F8EF941B98CE572BD"	"N"
"Medivation agrees to open its books to Sanofi"	"Medivation agrees to open its books to Sanofi"	"http://sg.finance.yahoo.com/news/exclusive-medivation-discusses-potential-sale-185006662.html"	"N"
"Merck KGaA, Darmstadt, Germany, and Pfizer Initiate Phase III Trial to Evaluate Avelumab as First-line Treatment for Ovarian Cancer"	"[at noodls] - DARMSTADT, Germany & NEW YORK--(BUSINESS WIRE)--Merck KGaA, Darmstadt, Germany, and Pfizer (NYSE: PFE) today announced the initiation of a Phase III study, JAVELIN Ovarian 100, to evaluate the efficacy ..."	"http://www.publicnow.com/view/6ED15A56E16975F501B6FA9B5AC3FA7C9D9BDC93"	"N"
"Pfizer agrees to note addiction risks in opioid marketing"	"Pfizer agrees to note addiction risks in opioid marketing"	"http://sg.finance.yahoo.com/news/chicago-says-pfizer-agrees-disclose-172142293.html"	"N"
"Pfizer Announces Positive Top-Line Results From Phase 3 S-TRAC Trial of SUTENT® (sunitinib) as Adjuvant Therapy in Patients at High Risk of Recurrent Renal Cell Carcinoma"	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) today announced that the S-TRAC clinical trial (Sunitinib Trial in Adjuvant Renal Cancer), a Phase 3 study of SUTENT versus placebo in the adjuvant setting, ..."	"http://www.publicnow.com/view/B581425978265DA0E1456DA863A1BDED88BB76C2"	"N"
"Pfizer Receives FDA Approval for Prevnar 13® in Adults Age 18 Through 49"	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) today announced that Prevnar 13 (Pneumococcal 13-valent Conjugate Vaccine ) received U.S. Food and Drug Administration (FDA) ..."	"http://www.publicnow.com/view/4474194CE247D100464AB6D6E332C50B83C68313"	"N"
"Pfizer Announces the Publication of Final Results from Two Pivotal Phase 3 Studies of Crisaborole Topical Ointment in Patients with Mild to Moderate Atopic Dermatitis"	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) announced today the publication of findings from two pivotal Phase 3 studies of investigational crisaborole topical ointment 2% (formerly AN2728) in the ..."	"http://www.publicnow.com/view/10DA5FCC1996FC88D5191E6C51743476E4390542"	"N"
"Lower-cost biotech drug gets thumbs up from FDA panel"	"Lower-cost biotech drug gets thumbs up from FDA panel"	"http://sg.finance.yahoo.com/news/lower-cost-biotech-drug-gets-210612526.html"	"N"
"Spark Therapeutics and Pfizer Announce Updated Data from First Cohort in Hemophilia B Phase 1/2 Trial Demonstrating Consistent, Sustained Therapeutic Levels of Factor IX Activity"	"[at noodls] - PHILADELPHIA and NEW YORK, July 25, 2016 (GLOBE NEWSWIRE) -- Spark Therapeutics (NASDAQ:ONCE) and Pfizer Inc. (NYSE:PFE) announced today updated results of the first cohort from the ongoing Phase 1/2 clinical ..."	"http://www.publicnow.com/view/36D6F2B42AC0C4A0DD4086A0427769A28CB890C6"	"N"
"BIND Therapeutics Announces Two Bidders Join Pfizer's Stalking Horse Bid in Auction for BIND's Assets"	"[at noodls] - July 25, 2016 CAMBRIDGE, Mass.--(BUSINESS WIRE)-- BIND Therapeutics, Inc. (NASDAQ:BIND), a biotechnology company developing targeted and programmable therapeutics called ACCURINS®, today announced that ..."	"http://www.publicnow.com/view/BD5B5411E6C4A109290CB7F5750BDF9E105805D3"	"N"
"Germany plans to extend price brake for drugs under statutory insurance"	"[Reuters - UK Focus] - Germany wants to extend a price brake for drugs covered by statutory health insurance for five years beyond 2017, stretching out the measure introduced in 2009, a draft law seen by Reuters shows. The health ..."	"http://uk.finance.yahoo.com/news/germany-plans-extend-price-brake-150925469.html"	"N"
"Exclusive - Teva, Mylan eye Pfizer's Brazil venture, sources say"	"Exclusive - Teva, Mylan eye Pfizer's Brazil venture, sources say"	"http://sg.finance.yahoo.com/news/exclusive-teva-mylan-eye-pfizers-134409051.html"	"N"
"Teva, Mylan eye Pfizer's Brazil venture, sources say"	"Teva, Mylan eye Pfizer's Brazil venture, sources say"	"http://in.finance.yahoo.com/news/teva-mylan-eye-pfizers-brazil-134156506.html"	"N"
"APNewsBreak: Pfizer: Arkansas execution would 'misuse' drug"	"APNewsBreak: Pfizer: Arkansas execution would 'misuse' drug"	"http://sg.finance.yahoo.com/news/apnewsbreak-arkansas-execution-drug-made-210806864.html"	"N"
"BIND Therapeutics Determines Pfizer's $40 Million Bid Is Highest and Best in 363 Auction for Substantially All of BIND's Assets"	"[at noodls] - July 26, 2016 CAMBRIDGE, Mass.--(BUSINESS WIRE)-- BIND Therapeutics, Inc. (NASDAQ: BIND), a biotechnology company developing targeted and programmable therapeutics called ACCURINS®, today announced that ..."	"http://www.publicnow.com/view/E0C6BD7A9D2EF86F40EBFBE64D341DBF3EBE2A43"	"N"
"Legislator: Pfizer can't complain about execution drug"	"Legislator: Pfizer can't complain about execution drug"	"http://sg.finance.yahoo.com/news/legislator-pfizer-cant-complain-execution-215551933.html"	"N"
"AstraZeneca a takeover target again? CEO not commenting"	"AstraZeneca a takeover target again? CEO not commenting"	"http://uk.finance.yahoo.com/news/astrazeneca-takeover-target-again-ceo-094343937.html"	"N"
"Pfizer and Western Oncolytics Announce Immuno-Oncology Research Collaboration to Investigate Novel Oncolytic Virus Technology"	"[at noodls] - NEW YORK & CLEVELAND--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) and Western Oncolytics announced today that they have entered into a development collaboration, license and option agreement to advance Western ..."	"http://www.publicnow.com/view/9FE7E96C97459BC38342E142F235B5FE5CAD1D30"	"N"
"Pfizer Announces Positive Top-Line Results from Pivotal Phase 3 Maintenance Trial of Oral XELJANZ® (Tofacitinib Citrate) in Ulcerative Colitis"	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) announced today top-line results from Oral Clinical Trials for tofAcitinib in ulceratiVE colitis (OCTAVE) Sustain, the third Phase 3 study of XELJANZ (tofacitinib ..."	"http://www.publicnow.com/view/6B625E16952FC1C59A7F81F1BECCB5CEBE0B30F7"	"N"
"PFIZER AIMS TO BECOME INDUSTRY LEADER IN GENE THERAPY WITH AQUISITION OF BAMBOO THERAPEUTICS, INC."	"[at noodls] - Pfizer Inc. (NYSE:PFE) today announced that it has acquired Bamboo Therapeutics, Inc., a privately held biotechnology company based in Chapel Hill, N.C., focused on developing gene therapies for the potential ..."	"http://www.publicnow.com/view/76784D145F9247E0CB41598C3299778DE810B97F"	"N"
"Pfizer Aims to Become Industry Leader in Gene Therapy with Acquisition of Bamboo Therapeutics, Inc."	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) today announced that it has acquired Bamboo Therapeutics, Inc., a privately held biotechnology company based in Chapel Hill, N.C., focused on developing ..."	"http://www.publicnow.com/view/CD42F3E1ADC71095034115B513B09D91ED9F0B8C"	"N"
"Pfizer earnings top estimates on higher sales"	"Pfizer earnings top estimates on higher sales"	"http://uk.finance.yahoo.com/news/pfizer-earnings-top-estimates-higher-132300963.html"	"Y"
"PFIZER REPORTS SECOND-QUARTER 2016 RESULTS"	"[at noodls] - <U+200C><U+200C><U+200C> Second-Quarter 2016 Revenues of $13.1 Billion, Reflecting 13% Operational Growth Driven by the Inclusion of Legacy Hospira Operations and 9% Operational Growth from Pfizer Innovative Health Second-Quarter ..."	"http://www.publicnow.com/view/A3DC5A17814C86368525B8C2C0035936296D7C9A"	"Y"
"Wall Street falls as weak auto sales spur growth jitters"	"Wall Street falls as weak auto sales spur growth jitters"	"http://in.finance.yahoo.com/news/wall-st-opens-lower-pfizer-142735539.html"	"Y"
"Biogen Draws Takeover Interest from Rival Drugmakers--2nd Update"	"Biogen Draws Takeover Interest from Rival Drugmakers--2nd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/JQZ0wh9GuTo/biogen-draws-takeover-interest-from-rival-drugmakers2nd-update-20160802-01135"	"Y"
"Business Highlights"	"Business Highlights"	"http://sg.finance.yahoo.com/news/business-highlights-211957792.html"	"Y"
"Pfizer beats Street 2Q forecasts despite big drop in profit"	"Pfizer beats Street 2Q forecasts despite big drop in profit"	"http://sg.finance.yahoo.com/news/pfizer-beats-street-2q-forecasts-105923276.html"	"Y"
"Pfizer Hit As Sales Of Older Drugs Fall -- WSJ"	"Pfizer Hit As Sales Of Older Drugs Fall -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/wpgtYKlLpIQ/pfizer-hit-as-sales-of-older-drugs-fall--wsj-20160803-00060"	"Y"
"CVS Drops Coverage of 2 Branded Biotech Drugs in Favor of Copies"	"CVS Drops Coverage of 2 Branded Biotech Drugs in Favor of Copies"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/veVrvXp-qXM/cvs-drops-coverage-of-2-branded-biotech-drugs-in-favor-of-copies-20160802-01620"	"Y"
"In Quest to Grow, Rivals Woo Biogen -- WSJ"	"In Quest to Grow, Rivals Woo Biogen -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6uWr2Ug4SF8/in-quest-to-grow-rivals-woo-biogen--wsj-20160803-00055"	"Y"
"Pfizer beats estimates, but branded drugs disappoint"	"Pfizer beats estimates, but branded drugs disappoint"	"http://sg.finance.yahoo.com/news/pfizer-revenue-rises-11-percent-105927432.html"	"Y"
"Business Groups Sue U.S. Government Over Tax-Inversion Rules"	"Business Groups Sue U.S. Government Over Tax-Inversion Rules"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AYgcuPrf8A4/business-groups-sue-us-government-over-taxinversion-rules-20160804-01093"	"N"
"U.S. Government Sued Over Tax-Inversion Rules"	"U.S. Government Sued Over Tax-Inversion Rules"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DLHO-eaf_pg/us-government-sued-over-taxinversion-rules-20160804-01103"	"N"
"Business Groups Sue U.S. Government Over Tax-Inversion Rules -- Update"	"Business Groups Sue U.S. Government Over Tax-Inversion Rules -- Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8D8-x_su8Hc/business-groups-sue-us-government-over-taxinversion-rules--update-20160804-01162"	"N"
"US industry bodies sue over Obama corporate tax rules"	"US industry bodies sue over Obama corporate tax rules"	"http://uk.finance.yahoo.com/news/us-industry-bodies-sue-over-015136965.html"	"N"
"Business Groups Sue U.S. Government Over Tax-Inversion Rules -- 2nd Update"	"Business Groups Sue U.S. Government Over Tax-Inversion Rules -- 2nd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/X7pV9NU2-6k/business-groups-sue-us-government-over-taxinversion-rules--2nd-update-20160804-01540"	"N"
"AstraZeneca hits 2014 Pfizer bid price, helped by Bristol's woes"	"AstraZeneca hits 2014 Pfizer bid price, helped by Bristol's woes"	"http://sg.finance.yahoo.com/news/astrazeneca-hits-2014-pfizer-bid-145009783.html"	"N"
"Business groups sue over new U.S. limit on tax-driven foreign buyouts"	"Business groups sue over new U.S. limit on tax-driven foreign buyouts"	"http://sg.finance.yahoo.com/news/business-groups-sue-over-u-184815883.html"	"N"
"Business Groups Sue Over Inversion Rules -- WSJ"	"Business Groups Sue Over Inversion Rules -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Vj_rLoAkdVQ/business-groups-sue-over-inversion-rules--wsj-20160805-00034"	"N"
"Pfizer Announces Publication Of New Data From Studies Of Vyndaqel - Quick Facts"	"Pfizer Announces Publication Of New Data From Studies Of Vyndaqel - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jenFT8maAOo/pfizer-announces-publication-of-new-data-from-studies-of-vyndaqel--quick-facts-20160808-00362"	"N"
"Health Care Sector Update for 08/08/2016: JNJ, PFE, ABT, MRK, AMGN"	"Top Health care stocks AMGN +0.2% ABT 0.4% JNJ 0.6% PFE 1.5% MRK 2.1% Health care shares were mostly lower in pre market trade Monday. In health care stocks news, Allergan ( AGN ) reported Q2 EPS of $3.35"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/s8C1pQmbjRM/health-care-sector-update-for-08082016-jnj-pfe-abt-mrk-amgn-cm661766"	"N"
"Allergan Revenue Increases, Though Loss Widens"	"Allergan Revenue Increases, Though Loss Widens"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8l0xeZ_HrgQ/allergan-revenue-increases-though-loss-widens-20160808-00413"	"N"
"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, Merck, Pfizer and Procter & Gamble"	"For Immediate Release Chicago, IL August 08, 2016 Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets. Stocks"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8VOychpAtFk/the-zacks-analyst-blog-highlights-exxonmobil-chevron-merck-pfizer-and-procter-gamble-cm661769"	"N"
"Pfizer Announces Publication of New Analysis Showing Long-Term Therapy with VYNDAQEL (tafamidis) Slowed Progression of Rare Neurodegenerative Disease"	"[at noodls] - NEW YORK--(BUSINESS WIRE)--Pfizer Inc. (NYSE:PFE) announced the publication of a new post-hoc analysis of data from three studies of VYNDAQEL in patients with mild transthyretin familial amyloid polyneuropathy ..."	"http://www.publicnow.com/view/88B1E0FE5F1982492736E7BACFEB61EA9D65B088"	"N"
"Astrazeneca PLC (AZN) Ex-Dividend Date Scheduled for August 10, 2016"	"Astrazeneca PLC ( AZN ) will begin trading ex dividend on August 10, 2016. A cash dividend payment of $0.45 per share is scheduled to be paid on September 12, 2016. Shareholders who purchased AZN prior to the ex"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/auBjveZZ6Yo/astrazeneca-plc-azn-ex-dividend-date-scheduled-for-august-10-2016-cm662333"	"N"
"Cardinal Health a Top Ranked SAFE Dividend Stock With 2.1% Yield (CAH)"	"Cardinal Health, Inc. (Symbol CAH) has been named to the Dividend Channel ''S.A.F.E. 25'' list, signifying a stock with above average ''DividendRank'' statistics including a strong 2.1% yield, as well as a superb track record of at least two"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rMDrF9jbaRY/cardinal-health-a-top-ranked-safe-dividend-stock-with-21-yield-cah-cm662271"	"N"
"MESO Gains After Hours, PFNX Gets It Back, CHRS' Humira Biosimilar Meets Goals"	"MESO Gains After Hours, PFNX Gets It Back, CHRS' Humira Biosimilar Meets Goals"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DHGRjpICogE/meso-gains-after-hours-pfnx-gets-it-back-chrs-humira-biosimilar-meets-goals-20160809-00041"	"N"
"Dow Movers: MRK, CAT"	"In early trading on Monday, shares of Caterpillar ( CAT ) topped the list of the day's best performing Dow Jones Industrial Average components, trading up 0.8%. Year to date, Caterpillar registers a 22.4% gain. And the worst performing"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lbL0VNk5P1E/dow-movers-mrk-cat-cm661860"	"N"
"Monday's ETF with Unusual Volume: PPH"	"The Pharmaceutical ETF ( PPH ) is seeing unusually high volume in afternoon trading Monday, with over 232,000 shares traded versus three month average volume of about 47,000. Shares of PPH were down about 1.1% on the day. Components"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Br8Ar5-1tvU/mondays-etf-with-unusual-volume-pph-cm662012"	"N"
"Former Law Partner, Adviser Arrested For Insider Trading"	"Former Law Partner, Adviser Arrested For Insider Trading"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UeKawlHpc8Q/former-law-partner-adviser-arrested-for-insider-trading-20160810-00784"	"N"
"Lawyer, Adviser Charged With Insider Trading"	"Lawyer, Adviser Charged With Insider Trading"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/g8b6D4jT2-E/lawyer-adviser-charged-with-insider-trading-20160810-01104"	"N"
"Novo Nordisk A/S (NVO) Ex-Dividend Date Scheduled for August 11, 2016"	"Novo Nordisk A S ( NVO ) will begin trading ex dividend on August 11, 2016. A cash dividend payment of $0.446847 per share is scheduled to be paid on August 23, 2016. Shareholders who purchased NVO prior to"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xP43Z8sU714/novo-nordisk-as-nvo-ex-dividend-date-scheduled-for-august-11-2016-cm663125"	"N"
"Eli Lilly and Company (LLY) Ex-Dividend Date Scheduled for August 11, 2016"	"Eli Lilly and Company ( LLY ) will begin trading ex dividend on August 11, 2016. A cash dividend payment of $0.51 per share is scheduled to be paid on September 09, 2016. Shareholders who purchased LLY prior to"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/l2cGitfSmzU/eli-lilly-and-company-lly-ex-dividend-date-scheduled-for-august-11-2016-cm663161"	"N"
"Gilead Sciences Inc. Stock in 3 Charts"	"Image source  Getty Images.  Leading antiviral treatments have made Gilead Sciences (NASDAQ  GILD) more profitable than any of its Big Pharma peers, but the stock is trading at bargain bin prices. Sales"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/hEzcfD3jnf0/gilead-sciences-inc-stock-in-3-charts-cm662791"	"N"
"Why Ariad Pharmaceuticals Gained 26.9% in July"	"Image Source  Getty Images  What   Shares of Ariad Pharmaceuticals (NASDAQ  ARIA) , a mid cap oncology company, gained close to 27% in July, according to data from S&P Global Market Intelligence"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Hx6qONbrA6c/why-ariad-pharmaceuticals-gained-269-in-july-cm663400"	"N"
"Put sale sees limited downside for Pfizer"	"Put sale sees limited downside for Pfizer"	"http://finance.yahoo.com/news/pfizer-put-sale-sees-limited-153653643.html"	"N"
"More Good News from Ireland"	"Remember the acronym PIIGS from not very long ago? Which in turn gave way to headlines such as, “Which PIIG Won’t Fly” and “PIIGS Don’t Fly”? Obviously implying that the five countries that made up the silly acronym, Portugal, Italy, Ireland, Greece, and Spain were doomed.  It’s been eight years since that term was"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/xUmeNUy4WXY/more-good-news-from-ireland-cm663927"	"N"
"Two charged with insider trading over 2010 Pfizer acquisition"	"Two charged with insider trading over 2010 Pfizer acquisition"	"http://www.marketwatch.com/News/Story/Story.aspx?guid=44357108-5F4D-11E6-BA69-1FAA450B70CD&siteid=yhoof2"	"N"
"Lilly Breast Cancer Drug Study Rolls On, Pushing Back Launch Date"	"Lilly Breast Cancer Drug Study Rolls On, Pushing Back Launch Date"	"http://www.investors.com/news/technology/lilly-breast-cancer-drug-study-goes-on-pushing-back-launch-date/"	"N"
"[$$] Lawyer, Adviser Charged With Insider Trading"	"[at The Wall Street Journal] - A former partner at Hunton & Williams and his investment adviser are accused of illegal trades ahead of Pfizer’s 2010 acquisition of King Pharmaceuticals."	"http://www.wsj.com/articles/former-law-partner-adviser-arrested-for-insider-trading-1470850605?ru=yahoo?mod=yahoo_itp"	"N"
