"data.ticker"|"data.figi_ticker"|"data.figi"|"data.title"|"data.publication_date"|"data.summary"|"data.url"|"result_count"|"page_size"|"current_page"|"total_pages"|"api_call_credits"
"PFE"|"PFE:US"|"BBG000BR2B91"|"[$$] Lighting a Spark for Gene Therapy"|"2017-12-07T18:53:00.000+00:00"|"The promise of gene therapy to cure genetic diseases is underscored by a new article in The New England Journal of Medicine about a treatment for hemophilia B being developed by Spark Therapeutics (ONCE) and Pfizer (PFE).  Spark and Pfizer have highlighted the article, which was based on previously reported data on 10 men who received the treatment and who were followed for about a year.  The gene therapy uses a delivery system of neutered viruses to introduce healthy genes that code for the production of the clotting factor protein into the cells of patients with hemophilia B. A faulty gene caused by an inherited mutation prevents the production of that factor in hemophilia patients."|"http://finance.yahoo.com/r/e720ffc4-b13c-3347-97be-23df6574990d/lighting-a-spark-for-gene-therapy-1512672788?mod=yahoobarrons&ru=yahoo&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Levin Capital Strategies, L.p. Buys DowDuPont Inc, Walt Disney Co, Treehouse Foods Inc, Sells ..."|"2017-12-07T17:08:40.000+00:00"|"Levin Capital Strategies L p New Purchases DWDP STX MRK NLSN NYRT TPGE U HUBB MAC TISI JACK Added Positions DIS THS AGN GM CB PF UTX ETN TSN BAC Reduced Positions GE M INTC CVS AXP MS C COT AXL BKU Sold Out DD ZBH"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/RC5T3b3om7I/levin-capital-strategies-lp-buys-dowdupont-inc-walt-disney-co-treehouse-foods-inc-sells-cm888413"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"CWABS Asset-Backed Certificates Trust 2007-6 -- Moody's assigns A1 to Pfizer's new sterling notes; stable outlook"|"2017-12-07T16:16:08.000+00:00"|"Rating Action: Moody's assigns A1 to Pfizer's new sterling notes; stable outlook. Global Credit Research- 07 Dec 2017. © 2017 Moody’ s Corporation, Moody’ s Investors Service, Inc., Moody’ s Analytics, ..."|"http://finance.yahoo.com/r/669726ec-2727-3b19-9b0a-71891fa99e1f/viewresearchdoc.aspx?docid=PR_376712&WT.mc_id=AM~WWFob29fRmluYW5jZV9TQl9SYXRpbmcgTmV3c19BbGxfRW5n~20171207_PR_376712&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Regulations And Politics Rain On Pharma M&A Parade"|"2017-12-07T14:35:00.000+00:00"|"Deals are getting smaller despite competitive pressures to scale up."|"http://finance.yahoo.com/r/f59e369d-0800-3e18-bd0a-35fbf5cce734/regulations-and-politics-rain-on-pharma-ma-parade?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Pfizer Inc. Announces (i) Private Exchange Offer for its 6.500 per cent. Notes due 2038 Open to Certain Investors and Related Tender Offer Open to All Investors and (ii) Tender Offer for its 5.750 per cent. Notes due 2021 and Related Solicitation of Consents"|"2017-12-07T13:00:00.000+00:00"|"Pfizer Inc. today announced that it has commenced a private offer to exchange any and all of its outstanding £1,500,000,000 6.500 per cent."|"https://finance.yahoo.com/news/pfizer-inc-announces-private-exchange-130000418.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"10 Things to Know for Thursday"|"2017-12-07T01:11:31.000+00:00"|"Your daily look at late-breaking news, upcoming events and the stories that will be talked about Thursday:"|"http://finance.yahoo.com/r/5775fb86-c596-36e6-822c-477967242807/10-things-know-thursday-011131287.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Viagra goes generic: Pfizer to launch own little white pill"|"2017-12-06T23:49:32.000+00:00"|"The little blue pill that's helped millions of men in the bedroom is turning white. Drugmaker Pfizer is launching its own cheaper generic version of Viagra rather than lose most sales when the impotence ..."|"https://finance.yahoo.com/news/viagra-goes-generic-pfizer-launch-162306696.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Pfizer is releasing its own generic Viagra to stay relevant"|"2017-12-06T23:49:01.000+00:00"|"All good things must come to an end, including the exclusivity of Pfizer’s prized little blue pill. On Dec. 11, some companies that manufacture generic pills will be allowed to start selling their own versions of Pfizer’s Viagra, and the New York-based pharmaceutical company is clinging to its potency pill with all its might. Rather…"|"http://finance.yahoo.com/r/b0756e77-6153-35a6-9e08-2d73150d6df7/pfizer-is-releasing-a-generic-viagra-as-its-patent-expires?utm_source=YPL&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Gene-therapy approach to hemophilia finds success in study, Spark stock surges"|"2017-12-06T22:16:18.000+00:00"|"Spark Therapeutics Inc. stock surged Wednesday afternoon after the company announced positive results from a study of a gene-therapy approach to hemophilia. The drug, developed and tested in a collaboration ..."|"http://finance.yahoo.com/r/578b4056-cec7-3132-ae34-7051165ddcbd/Story.aspx?guid=C755A650-68CA-4027-9BDD-F343662CA363&siteid=yhoof2&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Spark Therapeutics and Pfizer Announce Publication in The New England Journal of Medicine of Interim Data from Phase 1/2 Clinical Trial of Investigational Gene Therapy for Hemophilia B"|"2017-12-06T22:00:00.000+00:00"|"PHILADELPHIA and NEW YORK, Dec. 06, 2017-- Spark Therapeutics, a fully integrated gene therapy company dedicated to challenging the inevitability of genetic disease, and Pfizer Inc., today announced that ..."|"https://finance.yahoo.com/news/spark-therapeutics-pfizer-announce-publication-220000397.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Viagra goes generic: Pfizer to launch own little white pill"|"2017-12-06T19:49:05.000+00:00"|"The little blue pill that's helped millions of men in the bedroom is turning white. Drugmaker Pfizer is launching its own cheaper generic version of Viagra rather than lose most sales when the impotence pill gets its first generic competition next week."|"https://finance.yahoo.com/video/viagra-goes-generic-pfizer-launch-194905404.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"US Market Indexes Lower on Tuesday"|"2017-12-06T18:07:02.000+00:00"|"U S market indexes were lower on Tuesday The Dow Jones Industrial Average closed at 24 180 64 for a loss of 109 41 points or 0 45 The S amp P 500 Index closed at 2 629 57 for a loss of 9 87 points or 0 37 The Nasdaq Composite closed at 6 762 21 for a loss of 13 15 points or 0 19"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ORU2GpQDaX8/us-market-indexes-lower-on-tuesday-cm887708"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Can Drug/Biotech M&A Rebound Next Year After Bleak 2017?"|"2017-12-06T16:11:10.000+00:00"|"Quite a few pharmaceutical industry mergers may be in the cards in 2018 if the proposed tax reforms are finally approved The U S Senate passed an amended tax reform bill last week thereby successfully passing the second stage The bill will now be presented to a conference committee"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vniq4q2o4ag/can-drugbiotech-ma-rebound-next-year-after-bleak-2017-cm887544"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"See what the IHS Markit Score report has to say about Pfizer Inc."|"2017-12-06T13:00:44.000+00:00"|"Pfizer Inc NYSE:PFE"|"https://finance.yahoo.com/news/see-ihs-markit-score-report-130044597.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Pfizer Inc. breached its 50 day moving average in a Bearish Manner : PFE-US : December 6, 2017"|"2017-12-06T12:47:22.000+00:00"|"Categories:  ETFs Yahoo FinanceGet full CapitalCube analysis *Disclaimer : This is as of previous day’s closing price. Technical Indicators Below is a quick look at 5 technical indicators for Pfizer Inc.. More studies are available on the Technical Chart. Indicator Signal Closing Price above/below 50 Day Moving Average Bearish Closing Price above/below 200 Day Moving Average Bullish 50 ... Read more
<b>(Read more...)</b>"|"http://finance.yahoo.com/r/996c24e1-6203-3ddb-8639-a324c59b43d3/pfizer-inc-breached-its-50-day-moving-average-in-a-bearish-manner-pfe-us-december-6-2017?yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Updated Data from Phase 3 Trial of IBRANCE® (palbociclib) Plus Letrozole in ER+, HER2- Metastatic Breast Cancer Confirm Improvement in Progression-Free Survival"|"2017-12-06T12:30:00.000+00:00"|"Pfizer Inc. today announced updated progression-free survival results from the Phase 3 PALOMA-2 trial reinforcing the clinical benefit of IBRANCE® combined with letrozole."|"https://finance.yahoo.com/news/updated-data-phase-3-trial-123000210.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Sex, Drugs and That Little Blue Pill"|"2017-12-06T10:00:50.000+00:00"|"The next step on Viagra's journey from medicine to lifestyle: It's going generic."|"http://finance.yahoo.com/r/c9a4457f-b630-3c70-97f4-f3cb3c64749c/viagra-history-from-sex-icon-to-generic-drug?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Frayed Gasket Delaying Astra's ZS-9 Shows Pharma M&A Perils"|"2017-12-06T05:00:00.000+00:00"|"When AstraZeneca Plc paid $2.7 billion for an experimental drugmaker in 2015, it had its sights set on a potential blockbuster medicine. Instead, it got a Texas factory riddled with defects and two scathing ..."|"http://finance.yahoo.com/r/0352f262-0342-39cc-af13-529081213a1e/frayed-gasket-delaying-astra-s-zs-9-shows-perils-of-pharma-m-a?utm_source=yahoo&utm_medium=bd&utm_campaign=headline&cmpId=yhoo.headline&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Levin Capital Strategies, L.p. Buys DowDuPont Inc, Walt Disney Co, Treehouse Foods Inc, Sells ..."|"2017-12-05T20:07:17.000+00:00"|"Levin Capital Strategies L p New Purchases DWDP STX MRK NLSN NYRT TPGE U HUBB MAC TISI JACK Added Positions DIS THS AGN GM CB PF UTX ETN TSN BAC Reduced Positions GE M INTC CVS AXP MS C COT AXL BKU Sold Out DD ZBH"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/puW2rg6vcqQ/levin-capital-strategies-lp-buys-dowdupont-inc-walt-disney-co-treehouse-foods-inc-sells-cm887135"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"ETFs with exposure to Pfizer Inc. : December 5, 2017"|"2017-12-05T18:13:43.000+00:00"|"Categories:  ETFs Yahoo FinanceClick here to see latest analysis ETFs with exposure to Pfizer Inc. Here are 5 ETFs with the largest exposure to PFE-US. Comparing the performance and risk of Pfizer Inc. with the ETFs that have exposure to it gives us some ETF choices that could give us similar returns with lower volatility. Ticker Fund Name ... Read more
<b>(Read more...)</b>"|"http://finance.yahoo.com/r/73fa89a1-1045-39cb-8a8c-28c6c49e4cec/etfs-with-exposure-to-pfizer-inc-december-5-2017?yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Biotech Stocks May See a New M&A Wave in 2018"|"2017-12-05T17:15:00.000+00:00"|"Struggling biotech giants could bolster their stocks in 2018 if they acquire smaller drug companies."|"http://finance.yahoo.com/r/8316419d-d165-30ef-a364-2df07c34eef4/biotech-stocks-may-see-new-ma-wave-2018?partner=YahooSA&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Noteworthy ETF Inflows: VYM, JNJ, WFC, PFE"|"2017-12-05T17:12:35.000+00:00"|"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel one standout is the Vanguard High Dividend Yield ETF Symbol VYM where we have detected an approximate 102 8 million dollar inflow that s a 0 5 increase week over week"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1bARiUMyvpo/noteworthy-etf-inflows-vym-jnj-wfc-pfe-cm886927"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Have you been 'pwned' in a data breach? Troy Hunt can tell"|"2017-12-05T15:23:19.000+00:00"|"Troy Hunt has collected a trove of 4.8 billion stolen identity records pulled from the darkest corners of the internet — but he isn't a hacker."|"http://finance.yahoo.com/r/02eb128c-724e-34cc-84f0-17b9fb18d659/pwned-data-breach-troy-hunt-152015122.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"5 Top-Ranked Drug Stocks that are Broker Favorites"|"2017-12-05T14:08:24.000+00:00"|"The pharma and biotech sectors have made a nice comeback this year with the NYSE ARCA Pharmaceutical Index gaining 11 7 while the Nasdaq Biotechnology Index is up 17 7 year to date This is in sharp contrast to 2016 which saw pharma and biotech stocks under a lot of pressure with the"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bSerYoi72Mc/5-top-ranked-drug-stocks-that-are-broker-favorites-cm886721"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Bristol-Myers Squibb and Pfizer Alliance Urge People to ‘Tune in to AFib, Take Note of Stroke Risk’"|"2017-12-05T13:00:00.000+00:00"|"The Bristol-Myers Squibb and Pfizer Alliance, the National Stroke Association and iHeartMedia today launched ‘Tune in to AFib, Take Note of Stroke Risk’ to educate the estimated nearly seven million Americans in 2017 living with atrial fibrillation not caused by a heart valve problem about their increased risk of stroke."|"https://finance.yahoo.com/news/bristol-myers-squibb-pfizer-alliance-130000519.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"What Analysts Recommend for Pfizer in November 2017"|"2017-12-05T12:30:02.000+00:00"|"23 analysts were tracking Pfizer in November 2017. One analyst recommended a “strong buy,” while 11 analysts recommended a “buy.”"|"http://finance.yahoo.com/r/cb0f2342-a8fd-3c24-8775-e34c7523dba9/analysts-recommend-pfizer-november-2017?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Regardless of the 'palace intrigue' at the White House, stocks will probably go up: NYSE trader"|"2017-12-04T19:00:00.000+00:00"|"Keith Bliss of Cuttone and Company joins Yahoo Finance's Seana Smith from the floor of the New York Stock Exchange to discuss what's driving the markets this week."|"https://finance.yahoo.com/video/regardless-palace-intrigue-white-house-190048617.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Dow Analyst Moves: PFE"|"2017-12-04T18:16:11.000+00:00"|"The latest tally of analyst opinions from the major brokerage houses shows that among the 30 stocks making up the Dow Jones Industrial Average Pfizer PFE is the 10 analyst pick Pfizer also comes in above the median of analyst picks among the broader S amp P 500 index components"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kufIqkJWpAw/dow-analyst-moves-pfe-cm886359"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Pfizer Wins China & Asia-Pacific Rights to Anti-Fungal Drug"|"2017-12-04T16:13:08.000+00:00"|"Pfizer Inc PFE announced that it has bought exclusive rights to develop and commercialize Swiss company Basilea Pharmaceutica s anti fungal treatment Cresemba isavuconazole in China and other countries in the Asia Pacific region Notably Cresemba is an intravenous IV and oral"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/p6X89HpJb8w/pfizer-wins-china-asia-pacific-rights-to-anti-fungal-drug-cm886145"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"3 Stocks That Quadrupled"|"2017-12-04T16:10:46.000+00:00"|"The stock market continues to put on a clinic about how to stomp all over expectations The Dow Jones Industrial Average is up 25 this year and the S amp P 500 is 20 higher but stack them up next to Nektar Therapeutics NASDAQ NKTR Esperion Therapeutics NASDAQ ESPR"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/-I0zKSnXwks/3-stocks-that-quadrupled-cm886134"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"A Look at How These Pfizer Drugs Have Performed in 2017"|"2017-12-04T15:30:13.000+00:00"|"In 3Q17, Pfizer’s (PFE) Celebrex generated revenues of $212 million, a ~9% increase on a year-over-year (or YoY) basis and a 19% increase on a quarter-over-quarter basis."|"http://finance.yahoo.com/r/911aeaa1-ee87-348f-9a65-7150a9f29a0d/look-pfizer-drugs-performed-2017?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"3 Reasons Pfizer Should Buy Celgene in 2018"|"2017-12-04T15:10:24.000+00:00"|"You might think it s a crazy idea Maybe it is a crazy idea But sometimes crazy ideas are the ones that wind up being the best So here it is Pfizer NYSE PFE should buy Celgene NASDAQ CELG in 2018 Granted there s a big hurdle with a deal such as this Celgene"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AezTMzNBVzc/3-reasons-pfizer-should-buy-celgene-in-2018-cm886062"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Why the &apos;gay wedding cake&apos; Supreme Court case is really about corporate governance"|"2017-12-04T14:27:19.000+00:00"|"The Supreme Court will hear one of its most politically charged cases on Tuesday, when it takes on the case of a self-described cake artist who refused to make a wedding cake for two men."|"https://finance.yahoo.com/news/gay-wedding-cake-supreme-court-case-really-corporate-governance-142719998.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Phibro Animal Health Corporation (PAHC) Ex-Dividend Date Scheduled for December 05, 2017"|"2017-12-04T14:16:50.000+00:00"|"Phibro Animal Health Corporation PAHC will begin trading ex dividend on December 05 2017 A cash dividend payment of 0 1 per share is scheduled to be paid on December 27 2017 Shareholders who purchased PAHC prior to the ex dividend date are eligible for the cash dividend payment"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vpjZIOkzBUM/phibro-animal-health-corporation-pahc-ex-dividend-date-scheduled-for-december-05-2017-cm886032"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Pfizer Wins China & Asia-Pacific Rights to Anti-Fungal Drug"|"2017-12-04T14:03:02.000+00:00"|"Pfizer (PFE) inks a deal to buy exclusive rights to develop and commercialize Basilea Pharmaceutica&apos;s anti-fungal treatment, Cresemba, in the Asia-Pacific region and China."|"https://finance.yahoo.com/news/pfizer-wins-china-asia-pacific-140302842.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"3 Reasons Pfizer Should Buy Celgene in 2018"|"2017-12-04T13:32:00.000+00:00"|"A marriage between this big pharma and big biotech could make both companies&apos; shareholders happy."|"https://finance.yahoo.com/news/3-reasons-pfizer-buy-celgene-133200294.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"How Is Pfizer’s Sterile Injection Pharmaceuticals Business Positioned?"|"2017-12-04T12:30:38.000+00:00"|"In 3Q17, Pfizer’s (PFE) Sulperazon reported revenues of $114 million, a ~12% increase on a year-over-year (or YoY) basis and 4% growth on a quarter-over-quarter basis."|"http://finance.yahoo.com/r/8ce3c7b8-d237-3d24-9f77-105480de5186/pfizers-sterile-injection-pharmaceuticals-business-positioned?utm_source=yahoo&utm_medium=feed&yptr=yahoo&.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Wired News – Pfizer Announced an Agreement to Develop and Commercialize Basilea’s Antifungal CRESEMBA in China and the Asia/ Pacific Region"|"2017-12-04T12:10:00.000+00:00"|"Stock Monitor: Immune Pharma Post Earnings Reporting LONDON, UK / ACCESSWIRE / December 04, 2017 / Active-Investors issued a free report on Pfizer, Inc. (NYSE: PFE ), which is readily accessible upon registration ..."|"https://finance.yahoo.com/news/wired-news-pfizer-announced-agreement-121000444.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"BioNews Capsule: Ready-to-drink Colonoscopy Prep, Viagra Connect, ZYNE's STARS"|"2017-12-04T08:29:00.000+00:00"|"BioNews Capsule: Ready-to-drink Colonoscopy Prep, Viagra Connect, ZYNE's STARS"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gEBnRAeHrpo/bionews-capsule-readytodrink-colonoscopy-prep-viagra-connect-zynes-stars-20171204-00492"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Is a Dividend Cut Coming From GlaxoSmithKline plc?"|"2017-12-02T17:07:28.000+00:00"|"One of the attractions of investing in British drugmaker GlaxoSmithKline plc NYSE GSK is its generous dividend yield which lately has hovered at just a bit less than 6 A yield that s so far out of whack with peers in the industry is an indication that the market is"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nLaDEzuEA6I/is-a-dividend-cut-coming-from-glaxosmithkline-plc-cm885858"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"Is a Dividend Cut Coming From GlaxoSmithKline plc?"|"2017-12-02T15:36:00.000+00:00"|"Is the company&apos;s rich yield an opportunity for investors, or a warning of trouble ahead?"|"https://finance.yahoo.com/news/dividend-cut-coming-glaxosmithkline-plc-153600602.html?.tsrc=rss"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"The 15 All-Time Best-Selling Prescription Drugs"|"2017-12-02T13:11:25.000+00:00"|"Most people may not know it but only a handful out of every thousand drugs that begin development ever make it to the final stages of trials and not all of those are approved Still the low odds of success are worth it to drug companies See what many people may not fully"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/nLweZRTu9fw/the-15-all-time-best-selling-prescription-drugs-cm885830"|4893|100|1|49|1
"PFE"|"PFE:US"|"BBG000BR2B91"|"3 Drug/Biotech Stocks in Focus on World AIDS Day"|"2017-12-02T01:20:57.000+00:00"|"Every year World Aids Day is celebrated on Dec 1 to raise public awareness about Acquired Immuno Deficiency Syndrome popularly known as AIDS The day is observed to make people aware about proper cure and prevention of the disease In this regard this year the theme for the day this year"|"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/r0u-e5XSxqM/3-drugbiotech-stocks-in-focus-on-world-aids-day-cm885784"|4893|100|1|49|1
