"TITLE"	"SUMMARY"	"URL"	"change"
"Merck Receives European Medicines Agency Acceptance for Review of Marketing Authorization Application for Cladribine Tablets"	"[at noodls] - Press Release Template News Release Your Contact Gangolf Schrimpf +49 6151 72-9591 Investor Relations +49 6151 72-3321 July 18, 2016 Darmstadt, Germany, July 18, 2016 - Merck, a leading science and technology... ..."	"http://www.publicnow.com/view/29637F9C133F4E855177F77FA454EB26A2B1F700"	"N"
"Data for Merck's Investigational Once-Daily Formulation of ISENTRESS<U+613C><U+3E65> (raltegravir) Show That at Week 48, a Regimen Containing the Once-Daily Dosing Formulation..."	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced efficacy and safety data in previously untreated adults with HIV-1 infection for ..."	"http://www.publicnow.com/view/CF1FE5FA4CBAD4E90949B485BD268F966B1C7F23"	"N"
"NewLink Genetics Announces Merck Receives Breakthrough Therapy Designation from FDA and PRIME Status from EMA for Investigational Ebola Zaire Vaccine (V920)"	"[at noodls] - AMES, Iowa, July 25, 2016 (GLOBE NEWSWIRE) -- NewLink Genetics Corporation (NASDAQ:NLNK), announced today that Merck (NYSE:MRK), known as MSD outside the United States and Canada, has reached two key regulatory ..."	"http://www.publicnow.com/view/E618711A137EA6FEEB933F91481186A0F4CE16EC"	"N"
"Merck Receives Breakthrough Therapy Designation from FDA and PRIME Status from EMA for Investigational Ebola Zaire Vaccine (V920)"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced two regulatory milestones for the company's investigational vaccine for Ebola Zaire, ..."	"http://www.publicnow.com/view/839D312806478BCBFB718A35A6F245150C1A7AF9"	"N"
"Germany plans to extend price brake for drugs under statutory insurance"	"Germany plans to extend price brake for drugs under statutory insurance"	"http://uk.finance.yahoo.com/news/germany-plans-extend-price-brake-150925469.html"	"N"
"Merck Biopharma Innovation Cup Honors Young Scientists"	"[at noodls] - News Release Your Contact Heather Connor +1 978-294-1660 July 26, 2016 Winning team receives <U+383C><U+3E30>20,000 for an innovative project proposal on schistosomiasis vector control Darmstadt, Germany, July 26, 2016 ..."	"http://www.publicnow.com/view/39977EA33DF4AE8BB729460C3A1608758E9E2C52"	"N"
"Merck Announces Fourth-Quarter 2016 Dividend"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced that the Board of Directors has declared a quarterly dividend of $0.46 per share ..."	"http://www.publicnow.com/view/89B8C7BD3DA17DD22D5D93121C5A3ED4F897F13B"	"N"
"Merck and AmoyDx Collaborate to Bring Liquid Biopsy RAS Biomarker Testing to China"	"[at noodls] - News Release YourConta ct Rimmi H arindran +49 6151 72-32843 Liquid biopsy RAS biomarker test based upon AmoyDx's real-time PCR technology, ADx-SuperARMS<U+613C><U+3E65>, will be made available in China in 2017 ... This ..."	"http://www.publicnow.com/view/78839B94E9ECBB1D490B6F4BF4C680BB0D835C89"	"N"
"Merck Announces Second-Quarter 2016 Financial Results"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced financial results for the second quarter of 2016. ... This is an abstract of the ..."	"http://www.publicnow.com/view/CE2F07CD898F0BF68CFF6A46558908D8E8ECFA0A"	"N"
"Merck for Health Rome"	"[at noodls] - 27 July 2016 The digital health market is growing at a tremendous rate: in the first quarter of 2016, nearly $2 billion dollars were invested in USA startups working on this field. Big data & analytics ..."	"http://www.publicnow.com/view/0F959CF933504397947D33560AFDDF4C74E4C150"	"N"
"These FTSE-listed giants are grabbing the headlines! Should you buy?"	"These FTSE-listed giants are grabbing the headlines! Should you buy?"	"http://uk.finance.yahoo.com/news/ftse-listed-giants-grabbing-headlines-114431579.html"	"N"
"Merck to Provide Provantage<U+00AE> End-to-End Development and Manufacturing Services to Y-mAbs for Lead Antibody Compound"	"[at noodls] - News Release Your Contact Karen Tiano +1 978 495 0093 August 1, 2016 Merck to Provide Provantage<U+613C><U+3E65> End-to-End Development and Manufacturing Services to Y-mAbs for Lead Antibody Compound Includes scale-up ..."	"http://www.publicnow.com/view/E0D9CDAF3F49D5315727B59D738EA4ACA5BABEB9"	"N"
"Merck and Nanoco Sign Agreement on Eco-Friendly Quantum Materials for Displays"	"[at noodls] - News Release Your Contact Markus Talanow +49 6151 72-7144 Investor Relations +49 6151 72-3321 August 1, 2016 Cadmium-free quantum dots enable ultra-bright displays with a substantially extended color range ..."	"http://www.publicnow.com/view/3783ED9DE54C454C6762250AF25782C52D557CE0"	"N"
"Nanoco and Merck Sign Agreement."	"[at noodls] - Nanoco and Merck Sign Agreement on Eco-Friendly Quantum Materials for Displays Cadmium-free quantum dots enable ultra-bright displays with a substantially extended colour range Nanoco enters into a non-exclusive ..."	"http://www.publicnow.com/view/E378DC1288EA07B3CF1E84D1CF196E8273FD9700"	"N"
"Nanoco signs deal with Merck for use of quantum dot technology"	"Nanoco signs deal with Merck for use of quantum dot technology"	"http://sg.finance.yahoo.com/news/nanoco-signs-deal-merck-quantum-073552826.html"	"N"
"Nanoco and Merck Sign Agreement"	"[at noodls] - For immediate release 1 August 2016 NANOCO GROUP PLC ('Nanoco' or the 'Company') on Eco-Friendly Quantum Materials for Displays <U+00B7> Cadmium-free quantum dots enable ultra-bright displays with a substantially ..."	"http://www.publicnow.com/view/A6E1B8EB8477D54BFDB77575C1B16E1583152520"	"N"
"Merck posts strong 2Q numbers, while building for long term"	"Merck posts strong 2Q numbers, while building for long term"	"http://sg.finance.yahoo.com/news/merck-beats-2q-profit-forecasts-105330878.html"	"N"
"Nanoco and Merck Sign Agreement to Market Cadmium-free Quantum Dots"	"Nanoco and Merck Sign Agreement to Market Cadmium-free Quantum Dots"	"http://uk.finance.yahoo.com/news/nanoco-merck-sign-agreement-market-130000242.html"	"N"
"Merck Invests <U+0080> 15 million in Liquid Crystal Window Technology"	"[at noodls] - News Release Your Contact Markus Talanow +49 6151 72-7144 Investor Relations +49 6151 72-3321 August 2, 2016 Dedicated production unit for liquid crystal window modules to achieve faster market penetration ..."	"http://www.publicnow.com/view/A6906D24A5BE13F3AC95BDC0245DB1E3796E6307"	"N"
"Biogen draws takeover interest from Merck, Allergan - WSJ"	"Biogen draws takeover interest from Merck, Allergan - WSJ"	"http://sg.finance.yahoo.com/news/biogen-draws-takeover-interest-merck-221244544.html"	"N"
"Merck<U+0092>s KEYTRUDA<U+00AE> (pembrolizumab) Approved by the European Commission for Patients with Advanced Non-Small Cell Lung Cancer (NSCLC) Whose Tumors Express PD-L1"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced that the European Commission (EC) has approved KEYTRUDA (pembrolizumab), the company's ..."	"http://www.publicnow.com/view/D36D387D07D4690CF0DBC7508D1DE302B31BF5AB"	"N"
"Biogen not pursuing a sale - source"	"Biogen not pursuing a sale - source"	"http://in.finance.yahoo.com/news/biogen-not-pursuing-sale-source-185510909.html"	"N"
"Merck Announces U.S. FDA Filing Acceptance of New Drug Application (NDA) for MK-1293, an Investigational Follow-On Biologic Insulin Glargine"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside of the United States and Canada, today announced that the U.S. Food and Drug Administration (FDA) has accepted for review the New ..."	"http://www.publicnow.com/view/A2C52107A78E90CEE01BDDF3E395E67F767EC4CA"	"Y"
"U.S. Stocks Rise After July Jobs Report"	"U.S. Stocks Rise After July Jobs Report"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Y6v4Q7wSPx0/us-stocks-rise-after-july-jobs-report-20160805-00406"	"Y"
"Bristol Myers Shares Sink as Lung-Cancer Drug Misses Goal"	"Bristol Myers Shares Sink as Lung-Cancer Drug Misses Goal"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/H-16lThJfvY/bristol-myers-shares-sink-as-lungcancer-drug-misses-goal-20160805-00401"	"Y"
"Bristol-Myers Shares Sink as Lung-Cancer Drug Misses Goal"	"Bristol-Myers Shares Sink as Lung-Cancer Drug Misses Goal"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/p6UXBqjgxv4/bristolmyers-shares-sink-as-lungcancer-drug-misses-goal-20160805-00612"	"Y"
"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--3rd Update"	"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--3rd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SDNY2GviJyw/bristol-myers-opdivo-failed-to-meet-endpoint-in-key-lung-cancer-study3rd-update-20160805-00445"	"Y"
"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--4th Update"	"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--4th Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/S1GDfmWF40o/bristol-myers-opdivo-failed-to-meet-endpoint-in-key-lung-cancer-study4th-update-20160805-00535"	"Y"
"Nasdaq in Record Territory as Strong Jobs Fuel Stocks"	"Nasdaq in Record Territory as Strong Jobs Fuel Stocks"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QB_ZZTNkYVQ/nasdaq-in-record-territory-as-strong-jobs-fuel-stocks-20160805-00460"	"Y"
"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study"	"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/zdgbSSB8yRM/bristol-myers-opdivo-failed-to-meet-endpoint-in-key-lung-cancer-study-20160805-00331"	"Y"
"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--Update"	"Bristol Myers: Opdivo Failed to Meet Endpoint in Key Lung Cancer Study--Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/H_MZhFuoAr8/bristol-myers-opdivo-failed-to-meet-endpoint-in-key-lung-cancer-studyupdate-20160805-00385"	"Y"
"Merck: FDA To Review New Drug Application For MK-1293 - Quick Facts"	"Merck: FDA To Review New Drug Application For MK-1293 - Quick Facts"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/WCJaKg5remA/merck-fda-to-review-new-drug-application-for-mk1293--quick-facts-20160805-00263"	"Y"
"Allergan Revenue Increases, Though Loss Widens--Update"	"Allergan Revenue Increases, Though Loss Widens--Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Y6ocCRVqxMA/allergan-revenue-increases-though-loss-widensupdate-20160808-00757"	"N"
"Allergan Revenue Increases, Though Loss Widens"	"Allergan Revenue Increases, Though Loss Widens"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/8l0xeZ_HrgQ/allergan-revenue-increases-though-loss-widens-20160808-00413"	"N"
"FDA Okays Merck's KEYTRUDA For Patients With Recurrent Or Metastatic HNSCC"	"FDA Okays Merck's KEYTRUDA For Patients With Recurrent Or Metastatic HNSCC"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/h2_s0NMsa5g/fda-okays-mercks-keytruda-for-patients-with-recurrent-or-metastatic-hnscc-20160808-00199"	"N"
"FDA Approves Merck<U+0092>s KEYTRUDA<U+00AE> (pembrolizumab) for Patients with Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma with Disease Progression on or After Platinum-Containing Chemotherapy"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE:MRK), known as MSD outside the United States and Canada, today announced that the U.S. Food and Drug Administration (FDA) has approved KEYTRUDA(pembrolizumab), ..."	"http://www.publicnow.com/view/BF27F5EC4557E00288BA0BE3DC33C8B4F347892C"	"N"
"Bristol-Myers drug fails lung cancer study, shares plunge"	"Bristol-Myers drug fails lung cancer study, shares plunge"	"http://sg.finance.yahoo.com/news/bristol-myers-drug-fails-lung-132949747.html"	"N"
"MARKET SNAPSHOT: Stocks Fight To Maintain Record-setting Pace After Jobs-fueled Advance"	"MARKET SNAPSHOT: Stocks Fight To Maintain Record-setting Pace After Jobs-fueled Advance"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bXMtEDB1Nhs/market-snapshot-stocks-fight-to-maintain-recordsetting-pace-after-jobsfueled-advance-20160808-00568"	"N"
"DVAX To Face FDA Panel, BMY's Opdivo Disappoints, MRK Scores Big With FDA Nod"	"DVAX To Face FDA Panel, BMY's Opdivo Disappoints, MRK Scores Big With FDA Nod"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/gyDgXustNhc/dvax-to-face-fda-panel-bmys-opdivo-disappoints-mrk-scores-big-with-fda-nod-20160807-00048"	"N"
"Dow Movers: MRK, GS"	"In early trading on Tuesday, shares of Goldman Sachs Group ( GS ) topped the list of the day's best performing Dow Jones Industrial Average components, trading up 0.9%. Year to date, Goldman Sachs Group has lost about 8.8%"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rRGVo7ILvsM/dow-movers-mrk-gs-cm662491"	"N"
"Botox Maker Allergan's Revenue Climbs, but Loss More Than Doubles -- WSJ"	"Botox Maker Allergan's Revenue Climbs, but Loss More Than Doubles -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/U5oYaEg-IAo/botox-maker-allergans-revenue-climbs-but-loss-more-than-doubles--wsj-20160809-00036"	"N"
"Midday Update: Rally Runs Out of Steam as Healthcare Sector Weighs"	"The Dow Jones Industrial Average and S&P 500 have retreated from new record highs on Monday as Wall Street takes some profits from recent gains associated with the above consensus July labor market report. Although losses in the healthcare"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XR1nFyoQQxA/midday-update-rally-runs-out-of-steam-as-healthcare-sector-weighs-cm661976"	"N"
"Results from Merck<U+0092>s Phase 3 Study Evaluating ZEPATIER<U+0099> (elbasvir and grazoprevir) in Patients with Chronic Hepatitis C Receiving Treatment for Opioid Dependence Published in Annals of Internal Medicine"	"[at noodls] - KENILWORTH, N.J.--(BUSINESS WIRE)--Merck (NYSE: MRK), known as MSD outside of the United States and Canada, today announced the publication of results from C-EDGE CO-STAR. C-EDGE CO-STAR is a Phase 3 trial ..."	"http://www.publicnow.com/view/CE61426B1F41934AB56FE864794D3C38464154F2"	"N"
"One Put, One Call Option To Know About for Merck & Co."	"Consistently, one of the more popular stocks people enter into their stock options watchlist at Stock Options Channel is Merck & Co., Inc (Symbol MRK). So this week we highlight one interesting put contract, and one interesting call contract,"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/sxsgOF4amGc/one-put-one-call-option-to-know-about-for-merck-co-cm661951"	"N"
"An Update on Analyst Recommendations for Novo"	"An Update on Analyst Recommendations for Novo"	"http://marketrealist.com/2016/08/update-analyst-recommendations-novo/?utm_source=yahoo&utm_medium=feed"	"N"
"Argus: Bristol-Myers Selloff Is Overdone, Reiterating $90 Target"	"Argus: Bristol-Myers Selloff Is Overdone, Reiterating $90 Target"	"http://finance.yahoo.com/news/argus-bristol-myers-selloff-overdone-154240921.html"	"N"
"Why Is Pfizer<U+0092>s Valuation Low Compared to Its Peers?"	"Why Is Pfizer<U+0092>s Valuation Low Compared to Its Peers?"	"http://marketrealist.com/2016/08/why-is-pfizers-valuation-low-compared-to-its-peers/?utm_source=yahoo&utm_medium=feed"	"N"
"Major Pharma Short Interest Slides"	"Major Pharma Short Interest Slides"	"http://247wallst.com/healthcare-business/2016/08/10/major-pharma-short-interest-slides-down/"	"N"
"Short Sellers Look Worried About High-Yield Defensive Dividend Stocks"	"Short Sellers Look Worried About High-Yield Defensive Dividend Stocks"	"http://247wallst.com/investing/2016/08/10/short-sellers-look-worried-about-high-yield-defensive-dividend-stocks/"	"N"
"AstraZeneca bets another $140 million on Moderna's 'messenger' drugs"	"AstraZeneca bets another $140 million on Moderna's 'messenger' drugs"	"http://sg.finance.yahoo.com/news/astrazeneca-bets-another-140-million-144326868.html"	"N"
"Stock Market News for August 09, 2016"	"Despite strong crude rally, major benchmarks closed in the red on Monday on the back of declines in healthcare stocks. Declines in healthcare giants like Bristol Myers and Merck offset gains in energy stocks on the back of rising"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/ZG-8sKAiAGM/stock-market-news-for-august-09-2016-cm662605"	"N"
"Merck Lifts Forecast Following Good Second Quarter"	"[at noodls] - Life Science and Healthcare post strong organic growth Organic sales growth in all regions Profitability rises thanks to growth and Sigma-Aldrich synergies Integration of Sigma-Aldrich on track Merck raises ..."	"http://www.publicnow.com/view/6653BFC34C45AE1EA020C4AB6EF9921575DA3468"	"N"
"Bristol-Myers Squibb Co: The BMY Freefall Is Overdone"	"Bristol Myers Squibb Co <U+00A0>(NYSE  BMY ) shares have dropped nearly 20% since Friday's open after the company said a trial for once promising"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YfWsoLUDf38/bristol-myers-squibb-co-the-bmy-freefall-is-overdone-cm662677"	"N"
"Gilead Sciences Inc. Stock in 3 Charts"	"Image source  Getty Images.  Leading antiviral treatments have made Gilead Sciences (NASDAQ  GILD) more profitable than any of its Big Pharma peers, but the stock is trading at bargain bin prices. Sales"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/hEzcfD3jnf0/gilead-sciences-inc-stock-in-3-charts-cm662791"	"N"
"Immune Design (IMDZ) Posts Wider-than-Expected Q2 Loss"	"Immune Design Corp . IMDZ reported a second quarter 2016 loss of 71 cents per share, wider than both the Zacks Consensus Estimate of 68 cents and the year ago loss of 54 cents. Quarter in Detail Immune Design's"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/tvCh338ZHy8/immune-design-imdz-posts-wider-than-expected-q2-loss-cm663696"	"N"
"Immune Design (IMDZ) Posts Wider-than-Expected Q2 Loss"	"Immune Design (IMDZ) Posts Wider-than-Expected Q2 Loss"	"http://finance.yahoo.com/news/immune-design-imdz-posts-wider-194507293.html"	"N"
"After Opdivo's Failure, Is Merck a Better Buy Than Bristol-Myers?"	"After Opdivo's Failure, Is Merck a Better Buy Than Bristol-Myers?"	"http://www.fool.com/investing/2016/08/10/is-merck-co-a-better-buy-than-bristol-myers-follow.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"Biogen Inc: BIIB Stock Is a Biotech Standout"	"There's no question that the biotechnology industry has been under pressure since it peaked in July 2015. However, the<U+613C><U+3E30> iShares Nasdaq Biotechnology Index (ETF) (NASDAQ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/41EDlQGg5QQ/biogen-inc-biib-stock-is-a-biotech-standout-cm663695"	"N"
"Solar Stocks Weigh On Nasdaq; Disney Leads Dow; Alibaba On The Move"	"Solar Stocks Weigh On Nasdaq; Disney Leads Dow; Alibaba On The Move"	"http://www.investors.com/market-trend/stock-market-today/solar-stocks-weigh-on-nasdaq-disney-leads-dow-alibaba-on-the-move/"	"N"
"After Opdivo's Failure, Is Merck a Better Buy Than Bristol-Myers?"	"Image source  Getty Images.  Bristol Myers Squibb 's(NYSE  BMY) Opdivo failed to deliver the goods in a key lung cancer trial, causing Bristol Myers' shares to plummet. The failure also prompted investors"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/vbRrVN8osOk/after-opdivos-failure-is-merck-a-better-buy-than-bristol-myers-cm663736"	"N"
"Notable ETF Outflow Detected - HDV, MRK, LMT, NEE"	"Looking today at week over week shares outstanding changes among the universe of ETFs covered at ETF Channel , one standout is the iShares Core High Dividend ETF (Symbol HDV) where we have detected an approximate $86.2 million dollar"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/DZ1BrYTNP5w/notable-etf-outflow-detected-hdv-mrk-lmt-nee-cm664143"	"N"
"Gilead to get attorney fees in hepatitis C patent fight with Merck"	"[Reuters] - Gilead Sciences Inc is entitled to receive the attorney fees it incurred related to hepatitis C patent litigation with drugmaker Merck & Co Inc, a U.S. district judge has ruled. In June, Gilead was freed from paying up $200 million in damages for infringing two Merck patents related to Gilead's blockbuster drugs Sovaldi and Harvoni, after a U.S. judge found a pattern of misconduct by Merck including lying under oath and other unethical practices. In a filing on Thursday, U.S. District Judge Beth Labson Freeman said that Gilead was entitled to relief from the fees it incurred while defending the case."	"http://finance.yahoo.com/news/gilead-attorney-fees-hepatitis-c-003835896.html"	"N"
"Keytruda: Merck<U+0092>s Immuno-oncology Blockbuster"	"Keytruda: Merck<U+0092>s Immuno-oncology Blockbuster"	"http://marketrealist.com/2016/08/keytruda-mercks-immuno-oncology-blockbuster/?utm_source=yahoo&utm_medium=feed"	"N"
"Inovio Expands Enrollment in Ebola Vaccine Phase I Study"	"Inovio Expands Enrollment in Ebola Vaccine Phase I Study"	"http://finance.yahoo.com/news/inovio-expands-enrollment-ebola-vaccine-143802099.html"	"N"
